fighter,elo_score,average_soo_score,ultimate_score,kd_x,sub.att_x,avg_sig_strikes,avg_takedowns,avg_sub_attempts,avg_control_time,kd_y,sig.str._y,td_y,sub.att_y,rev.,knockouts,submissions,first_round_finishes,sig_str_landed_total,sig_str_attempted_total,takedowns_landed_total,takedowns_attempted_total,sig_strikes_per_min,takedown_avg_per_min,knockdown_avg,sig_strikes_absorbed_per_min,sub_avg_per_min,total_rounds,total_fights,average_rounds_per_fight
Colin Fletcher,1469,1469,1469,0.0,0.0,15.5,0.0,0.0,18.333,0.0,15.5,0.0,0.0,0.0,0,0,0,93,268,13,2,3.1,0.0,0.0,2.97,0.0,6,2,3.0
Carls John De Tomas,1469,1469,1469,0.0,0.0,7.6,0.4,0.0,26.4,0.0,7.6,0.4,0.0,0.2,0,0,0,38,102,13,6,1.74,1.37,0.0,3.93,0.0,5,2,2.5
Forrest Petz,1469,1469,1469,0.294117647,0.0,10.824,0.412,0.0,46.235,0.294,10.824,0.412,0.0,0.118,0,0,0,184,622,13,7,2.27,1.3,0.93,2.2,0.0,17,7,2.43
Kyle Stewart,1469,1469,1469,0.0,0.0,6.25,0.0,0.0,33.75,0.0,6.25,0.0,0.0,0.0,4,3,0,32,91,13,10,1.41,1.32,0.0,2.42,0.0,4,2,2.0
Rodney Wallace,1469,1469,1469,0.0,0.333,5.667,2.0,0.333,75.222,0.0,5.667,2.0,0.333,0.111,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,9,3,3.0
Joao Zeferino,1469,1469,1469,0.0,0.333,4.167,0.167,0.333,64.667,0.0,4.167,0.167,0.333,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,6,2,3.0
Yizha,1469,1469,1469,0.0,0.0,13.667,0.0,0.0,1.333,0.0,13.667,0.0,0.0,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,3,1,3.0
Victor Martinez,1469,1469,1469,0.5,0.0,12.5,0.0,0.0,24.0,0.5,12.5,0.0,0.0,0.0,8,0,3,169,326,13,3,7.94,0.7,0.7,7.66,0.0,2,2,1.0
Elias Garcia,1469,1469,1469,0.2,0.4,7.0,0.2,0.4,5.6,0.2,7.0,0.2,0.4,0.2,2,3,0,35,127,13,7,1.59,0.68,0.68,5.05,1.36,5,2,2.5
Richardson Moreira,1469,1469,1469,0.0,0.0,4.5,0.0,0.0,39.5,0.0,4.5,0.0,0.0,0.25,0,0,0,18,63,13,6,1.17,0.0,0.0,1.83,0.0,4,2,2.0
Barb Honchak,1469,1469,1469,0.0,0.4,19.0,0.0,0.4,4.2,0.0,19.0,0.0,0.4,0.0,0,0,0,95,316,13,1,4.04,0.0,0.0,4.67,1.27,5,2,2.5
Anthony Birchak,1469,1467,1468,0.222222222,0.111,13.667,0.111,0.111,24.778,0.222,13.667,0.111,0.111,0.111,5,8,0,123,336,13,7,3.93,0.48,0.96,3.67,0.48,9,6,1.5
Dylan Budka,1469,1469,1469,0.0,0.0,3.6,0.6,0.0,70.6,0.0,3.6,0.6,0.0,0.0,1,2,2,40,91,3,13,1.07,2.02,0.0,1.69,0.4,5,2,2.5
Richie Vaculik,1469,1469,1469,0.0,0.3,16.6,0.9,0.3,53.6,0.0,16.6,0.9,0.3,0.2,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,10,4,2.5
TJ Brown,1469,1468,1468,0.0,0.409,15.545,0.955,0.409,86.136,0.0,15.545,0.955,0.409,0.364,4,10,9,385,865,15,45,3.37,3.41,0.0,2.89,1.31,22,8,2.75
Ricky Glenn,1469,1468,1468,0.111111111,0.111,17.519,0.222,0.111,52.444,0.111,17.519,0.222,0.111,0.0,13,3,7,473,1105,4,45,3.79,0.72,0.36,4.3,0.36,27,11,2.45
Anna Elmose,1469,1469,1469,0.25,0.0,17.25,0.0,0.0,62.0,0.25,17.25,0.0,0.0,0.0,0,0,0,69,139,13,5,3.68,0.0,0.8,4.64,0.0,4,2,2.0
Tomasz Drwal,1469,1469,1469,0.1,0.1,12.5,0.9,0.1,50.3,0.1,12.5,0.9,0.1,0.0,0,0,0,125,328,13,15,3.29,3.55,0.39,2.26,0.39,10,6,1.67
Daniel Pineda,1468,1472,1470,0.066666667,0.433,12.033,0.4,0.433,65.533,0.067,12.033,0.4,0.433,0.267,9,19,17,361,728,7,50,2.85,1.42,0.24,3.26,1.54,30,14,2.14
Ryan Couture,1468,1468,1468,0.0,0.0,14.8,0.2,0.0,51.2,0.0,14.8,0.2,0.0,0.0,0,0,0,74,232,13,13,3.12,0.63,0.0,14.02,0.0,5,2,2.5
Bart Palaszewski,1468,1468,1468,0.125,0.375,12.25,0.0,0.375,3.5,0.125,12.25,0.0,0.375,0.0,0,0,0,310,943,13,16,2.67,0.65,0.52,3.97,0.52,8,4,2.0
Bevon Lewis,1468,1451,1462,0.0,0.0,13.417,0.0,0.0,79.0,0.0,13.417,0.0,0.0,0.0,3,0,0,238,542,13,15,3.73,0.0,0.47,2.67,0.0,12,4,3.0
AJ Dobson,1468,1472,1470,0.0,0.0,19.2,0.5,0.0,42.4,0.0,19.2,0.5,0.0,0.1,3,2,5,231,500,13,8,4.29,1.67,0.28,5.31,0.28,10,4,2.5
Yosdenis Cedeno,1468,1474,1471,0.1,0.1,8.2,0.0,0.1,34.9,0.1,8.2,0.0,0.1,0.5,0,0,0,82,274,13,2,1.64,0.0,0.3,1.6,0.3,10,4,2.5
Talita Bernardo,1468,1468,1468,0.0,0.167,14.5,0.5,0.167,98.167,0.0,14.5,0.5,0.167,0.167,0,4,0,174,413,4,27,3.12,1.62,0.0,4.04,0.54,12,4,3.0
Cesar Arzamendia,1468,1468,1468,0.0,0.5,16.5,1.5,0.5,37.5,0.0,16.5,1.5,0.5,0.0,0,0,0,33,73,13,4,5.37,7.32,0.0,5.2,2.44,2,2,1.0
Vince Cachero,1468,1468,1468,0.0,0.167,15.167,0.0,0.167,10.667,0.0,15.167,0.0,0.167,0.167,2,2,0,91,198,13,4,3.29,0.0,0.0,6.51,0.54,6,2,3.0
Marcin Held,1468,1511,1485,0.0,0.25,8.583,1.0,0.25,116.167,0.0,8.583,1.0,0.25,0.0,0,0,0,129,371,12,32,1.41,2.46,0.0,2.02,1.31,12,4,3.0
Alberto Uda,1468,1468,1468,0.0,0.0,6.333,0.667,0.0,98.333,0.0,6.333,0.667,0.0,0.333,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,3,2,1.5
John Alessio,1468,1468,1468,0.0,0.214,7.071,0.143,0.214,27.786,0.0,7.071,0.143,0.214,0.071,0,0,0,273,697,2,42,2.1,1.85,0.12,2.91,1.16,14,5,2.8
Roger Bowling,1468,1502,1481,0.0,0.5,13.167,0.833,0.5,38.5,0.0,13.167,0.833,0.5,0.0,0,0,0,265,561,13,32,3.9,3.09,0.22,3.86,0.88,6,3,2.0
Charalampos Grigoriou,1468,1468,1468,0.2,0.0,9.4,0.8,0.0,89.6,0.2,9.4,0.8,0.0,0.0,6,0,4,60,123,4,5,2.62,2.62,1.31,3.97,0.0,5,2,2.5
Rayanne dos Santos,1468,1468,1468,0.0,0.0,28.0,0.0,0.0,16.333,0.0,28.0,0.0,0.0,0.0,2,8,8,196,454,13,8,4.36,0.33,0.0,5.2,0.0,3,1,3.0
Timmy Cuamba,1468,1468,1468,0.0,0.0,15.333,0.5,0.0,42.167,0.0,15.333,0.5,0.0,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,6,2,3.0
Jessica Penne,1468,1477,1471,0.0,0.043,14.174,0.348,0.043,54.043,0.0,14.174,0.348,0.043,0.043,2,8,6,399,1205,5,70,2.63,1.29,0.0,5.05,0.49,23,9,2.56
Oli Thompson,1468,1468,1468,0.0,0.25,11.75,0.0,0.25,13.5,0.0,11.75,0.0,0.25,0.0,0,0,0,55,119,13,5,1.66,0.0,0.0,5.31,0.45,4,2,2.0
Yusaku Kinoshita,1468,1468,1468,0.0,0.0,10.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,4,2,5,89,178,13,1,4.65,0.0,0.78,5.12,0.0,1,1,1.0
Randa Markos,1468,1473,1470,0.0,0.065,14.652,0.37,0.065,76.848,0.0,14.652,0.37,0.065,0.152,0,4,0,674,1544,13,59,2.97,1.12,0.0,3.1,0.2,46,18,2.56
Ednaldo Oliveira,1468,1468,1468,0.0,0.0,4.75,0.0,0.0,48.5,0.0,4.75,0.0,0.0,0.0,0,0,0,19,85,13,1,1.03,0.0,0.0,1.8,0.0,4,2,2.0
Charles Rosa,1468,1469,1468,0.0,0.324,14.946,0.541,0.324,41.486,0.0,14.946,0.541,0.324,0.162,3,8,9,553,1524,14,57,3.08,1.67,0.0,3.86,1.0,37,13,2.85
Phillipe Nover,1468,1482,1473,0.0,0.211,8.579,0.316,0.211,29.368,0.0,8.579,0.316,0.211,0.105,0,0,0,163,458,13,21,1.79,0.99,0.0,2.48,0.66,19,7,2.71
Aalon Cruz,1468,1468,1468,0.0,0.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,2,2,0,134,343,13,7,7.58,0.0,0.85,8.88,0.0,2,2,1.0
Daniel Sarafian,1468,1470,1469,0.090909091,0.182,8.545,0.091,0.182,29.273,0.091,8.545,0.091,0.182,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,11,6,1.83
Humberto Bandenay,1468,1468,1468,0.125,0.125,8.625,0.75,0.125,28.75,0.125,8.625,0.75,0.125,0.0,5,6,0,69,165,13,13,2.22,2.9,0.48,4.79,0.48,8,4,2.0
Matt Bessette,1468,1468,1468,0.0,0.0,16.667,0.0,0.0,15.333,0.0,16.667,0.0,0.0,0.167,0,0,0,204,493,13,7,4.36,0.64,0.32,4.45,0.32,6,2,3.0
Charlie Ward,1468,1468,1468,0.0,0.0,2.5,0.0,0.0,4.0,0.0,2.5,0.0,0.0,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,2,2,1.0
Steve Montgomery,1468,1468,1468,0.0,0.0,21.5,0.0,0.0,0.5,0.0,21.5,0.0,0.0,0.0,0,0,0,86,219,0,0,4.85,0.0,0.0,4.12,0.0,4,2,2.0
CM Punk,1468,1475,1471,0.0,0.0,4.75,0.25,0.0,43.0,0.0,4.75,0.25,0.0,0.25,0,0,0,19,82,1,9,1.1,0.87,0.0,4.87,0.0,4,2,2.0
Alessio Di Chirico,1467,1469,1468,0.115384615,0.0,14.423,0.423,0.0,27.192,0.115,14.423,0.423,0.0,0.0,6,4,6,375,944,9,28,3.32,1.46,0.4,3.44,0.0,26,11,2.36
Chris Dempsey,1467,1467,1467,0.0,0.0,8.5,0.667,0.0,66.0,0.0,8.5,0.667,0.0,0.0,0,0,0,51,157,13,17,2.25,2.64,0.0,2.82,0.0,6,4,1.5
Edgar Garcia,1467,1467,1467,0.0,0.167,11.5,0.667,0.167,35.833,0.0,11.5,0.667,0.167,0.0,0,0,0,86,289,13,7,3.16,2.21,0.55,4.23,0.55,6,4,1.5
Jonathan Wilson,1467,1467,1467,0.222222222,0.0,13.0,0.111,0.0,15.667,0.222,13.0,0.111,0.0,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,9,4,2.25
Danny Downes,1467,1467,1467,0.0,0.167,6.333,0.0,0.167,9.833,0.0,6.333,0.0,0.167,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,6,2,3.0
Horacio Gutierrez,1467,1467,1467,0.0,0.0,3.75,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0,0,0,15,56,0,0,0.86,0.0,0.0,2.91,0.0,4,2,2.0
Oliver Enkamp,1467,1467,1467,0.0,0.0,10.25,0.25,0.0,17.75,0.0,10.25,0.25,0.0,0.0,0,0,0,41,113,1,6,2.38,0.87,0.0,3.55,0.0,4,2,2.0
Mohammad Yahya,1467,1467,1467,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,1,1,1.0
Mike Stumpf,1467,1467,1467,0.0,0.25,15.75,0.5,0.25,43.5,0.0,15.75,0.5,0.25,0.0,0,0,0,63,146,13,8,3.34,1.59,0.0,8.85,0.8,4,2,2.0
Lauren Mueller,1467,1467,1467,0.0,0.0,17.6,0.3,0.0,39.5,0.0,17.6,0.3,0.0,0.0,1,0,0,261,625,2,6,4.08,0.7,0.0,3.77,0.0,10,4,2.5
Teemu Packalen,1467,1444,1458,0.166666667,0.333,8.333,0.5,0.333,34.0,0.167,8.333,0.5,0.333,0.0,0,0,0,50,92,3,12,2.57,2.31,0.77,3.91,1.54,6,4,1.5
Ben Wall,1467,1467,1467,0.0,0.0,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,2,2,1.0
Takashi Sato,1467,1467,1467,0.133333333,0.0,8.733,0.2,0.0,13.933,0.133,8.733,0.2,0.0,0.067,11,0,10,131,315,13,8,2.21,0.76,0.51,3.73,0.0,15,7,2.14
Kevin Casey,1467,1487,1475,0.066666667,0.133,11.333,0.2,0.133,74.0,0.067,11.333,0.2,0.133,0.067,0,0,0,172,321,13,18,2.27,0.79,0.2,3.76,0.4,15,7,2.14
Nolan Ticman,1467,1467,1467,0.0,0.0,12.833,0.0,0.0,19.333,0.0,12.833,0.0,0.0,0.167,0,0,0,77,162,13,5,2.57,0.0,0.0,2.53,0.0,6,2,3.0
Charles Byrd,1467,1467,1467,0.0,0.167,10.167,0.333,0.167,85.167,0.0,10.167,0.333,0.167,0.167,3,5,0,103,185,1,10,3.43,2.5,0.0,2.63,1.5,6,4,1.5
Jonavin Webb,1467,1467,1467,0.166666667,0.333,7.333,0.833,0.333,35.667,0.167,7.333,0.833,0.333,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,6,2,3.0
Yuri Villefort,1467,1467,1467,0.0,0.167,19.5,0.667,0.167,34.667,0.0,19.5,0.667,0.167,0.167,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,6,2,3.0
Boston Salmon,1467,1467,1467,0.0,0.0,6.0,0.0,0.0,21.5,0.0,6.0,0.0,0.0,0.0,4,0,0,73,196,13,1,4.13,0.0,0.0,7.75,0.0,2,2,1.0
Pearl Gonzalez,1467,1467,1467,0.0,0.167,10.667,0.333,0.167,114.5,0.0,10.667,0.333,0.167,0.0,0,0,0,64,170,2,18,2.23,1.04,0.0,4.07,0.52,6,2,3.0
Kyle Prepolec,1467,1467,1467,0.0,0.0,16.0,0.0,0.0,8.0,0.0,16.0,0.0,0.0,0.0,7,3,0,96,275,13,3,3.2,0.0,0.0,4.7,0.0,6,2,3.0
Todd Brown,1467,1467,1467,0.0,0.0,10.75,0.0,0.0,64.25,0.0,10.75,0.0,0.0,0.0,0,0,0,43,95,13,3,2.15,0.0,0.0,3.85,0.0,4,2,2.0
Carlton Minus,1467,1467,1467,0.0,0.0,17.5,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,6,1,0,105,262,13,1,3.5,0.0,0.0,4.97,0.0,6,2,3.0
Jamie Varner,1467,1467,1467,0.111111111,0.333,13.5,1.278,0.333,67.667,0.111,13.5,1.278,0.333,0.111,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,18,9,2.0
Yao Zhikui,1467,1467,1467,0.0,0.0,6.6,0.2,0.0,39.3,0.0,6.6,0.2,0.0,0.2,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,10,4,2.5
Ashlee Evans-Smith,1467,1464,1466,0.0,0.0,19.391,0.304,0.0,35.261,0.0,19.391,0.304,0.0,0.0,3,0,0,446,1309,5,31,4.03,0.95,0.0,4.59,0.0,23,9,2.56
Luan Lacerda,1467,1467,1467,0.0,0.2,21.6,0.4,0.2,24.0,0.0,21.6,0.4,0.2,0.2,0,10,1,108,245,1,8,4.52,1.26,0.0,7.07,0.63,5,2,2.5
Liudvik Sholinian,1467,1467,1467,0.0,0.0,12.5,0.0,0.0,29.333,0.0,12.5,0.0,0.0,0.0,1,3,0,75,244,13,6,2.5,0.0,0.0,5.67,0.0,6,2,3.0
Joseph Holmes,1467,1467,1467,0.125,0.125,13.0,0.25,0.125,50.625,0.125,13.0,0.25,0.125,0.125,2,6,5,116,217,13,10,2.88,1.49,0.37,3.08,0.75,8,4,2.0
Erik Silva,1467,1467,1467,0.0,0.0,5.25,0.75,0.0,42.0,0.0,5.25,0.75,0.0,0.25,3,4,7,33,47,3,5,2.07,3.76,0.0,1.57,0.0,4,2,2.0
John Howard,1466,1483,1473,0.054054054,0.135,9.973,0.838,0.135,73.243,0.054,9.973,0.838,0.135,0.081,0,0,0,369,727,13,63,2.15,2.7,0.17,3.08,0.44,37,14,2.64
Nick Diaz,1466,1502,1481,0.066666667,0.289,19.378,0.311,0.289,39.222,0.067,19.378,0.311,0.289,0.089,13,8,0,1876,4415,14,85,5.71,1.28,0.41,3.84,1.0,45,15,3.0
Chris de la Rocha,1466,1466,1466,0.0,0.25,15.125,0.5,0.25,69.875,0.0,15.125,0.5,0.25,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,8,4,2.0
Rolando Dy,1466,1466,1466,0.1,0.0,15.1,0.1,0.0,20.5,0.1,15.1,0.1,0.0,0.1,0,0,0,151,401,1,5,3.04,0.3,0.3,4.47,0.0,10,4,2.5
Anthony Ivy,1466,1466,1466,0.0,0.0,10.0,1.25,0.0,87.5,0.0,10.0,1.25,0.0,0.0,5,3,0,40,95,13,24,2.5,4.69,0.0,4.57,0.0,4,2,2.0
Louis Cosce,1466,1466,1466,0.166666667,0.167,18.167,0.333,0.167,44.833,0.167,18.167,0.333,0.167,0.0,5,2,7,125,275,1,10,4.31,1.04,1.04,5.35,0.52,6,2,3.0
Jorge de Oliveira,1466,1466,1466,0.0,0.0,5.75,0.0,0.0,0.0,0.0,5.75,0.0,0.0,0.0,0,0,0,23,72,0,0,1.26,0.0,0.0,4.84,0.0,4,2,2.0
Joseph Sandoval,1466,1466,1466,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0,0,0,3,7,0,0,1.82,0.0,0.0,12.12,0.0,2,2,1.0
Jason Witt,1466,1466,1466,0.1,0.2,7.0,1.5,0.2,105.5,0.1,7.0,1.5,0.2,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,10,6,1.67
Seth Petruzelli,1466,1466,1466,0.25,0.625,8.25,0.125,0.625,12.0,0.25,8.25,0.125,0.625,0.0,0,0,0,66,160,1,2,2.03,0.46,0.92,2.09,2.31,8,4,2.0
Luiz Cane,1466,1460,1464,0.428571429,0.071,18.429,0.143,0.071,20.571,0.429,18.429,0.143,0.071,0.0,0,0,0,258,621,2,7,4.79,0.56,1.67,5.0,0.28,14,9,1.56
Dakota Bush,1466,1466,1466,0.0,0.0,13.0,0.75,0.0,45.25,0.0,13.0,0.75,0.0,0.25,2,4,0,52,134,13,9,2.77,2.4,0.0,4.42,0.0,4,2,2.0
Dustin Stoltzfus,1466,1466,1466,0.117647059,0.294,15.0,0.647,0.294,75.941,0.118,15.0,0.647,0.294,0.118,3,6,6,271,605,4,29,3.47,2.31,0.38,3.29,1.15,17,8,2.13
Lina Lansberg,1466,1459,1463,0.066666667,0.033,13.0,0.167,0.033,76.167,0.067,13.0,0.167,0.033,0.067,4,0,2,390,703,2,18,2.69,0.52,0.21,3.87,0.1,30,11,2.73
Alexander Yakovlev,1466,1466,1466,0.095238095,0.048,8.238,0.524,0.048,42.762,0.095,8.238,0.524,0.048,0.048,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,21,9,2.33
Tim Hague,1466,1457,1462,0.0,0.222,10.778,0.444,0.222,54.333,0.0,10.778,0.444,0.222,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,9,5,1.8
Cristiano Marcello,1466,1470,1467,0.0,0.091,15.455,0.182,0.091,23.818,0.0,15.455,0.182,0.091,0.0,0,0,0,170,507,13,17,3.21,0.57,0.0,4.63,0.28,11,4,2.75
Gloria de Paula,1465,1465,1465,0.0,0.0,22.9,0.3,0.0,37.8,0.0,22.9,0.3,0.0,0.0,3,0,0,298,557,1,8,4.89,0.74,0.0,3.77,0.49,10,4,2.5
Nick Penner,1465,1465,1465,0.5,0.0,6.0,0.0,0.0,59.0,0.5,6.0,0.0,0.0,0.5,0,0,0,12,40,0,0,1.25,0.0,1.57,4.6,0.0,2,2,1.0
Joe Riggs,1465,1487,1474,0.052631579,0.105,8.684,0.684,0.105,69.895,0.053,8.684,0.684,0.105,0.105,0,0,0,310,603,13,38,2.41,2.45,0.47,1.69,0.58,19,12,1.58
Andre Soukhamthath,1465,1554,1501,0.3,0.05,13.3,0.4,0.05,43.35,0.3,13.3,0.4,0.05,0.0,8,3,0,266,604,4,15,2.77,1.25,0.94,4.31,0.16,20,7,2.86
Chris Indich,1465,1465,1465,0.0,0.5,6.5,0.25,0.5,33.75,0.0,6.5,0.25,0.5,0.0,0,0,0,26,84,13,2,1.31,0.75,0.0,4.32,1.51,4,2,2.0
Cole Williams,1465,1465,1465,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,3,2,1.5
Alexis Dufresne,1465,1465,1465,0.0,0.0,6.667,0.5,0.0,111.167,0.0,6.667,0.5,0.0,0.167,0,0,0,40,144,13,6,1.33,1.5,0.0,3.33,0.0,6,2,3.0
Shane Young,1465,1466,1465,0.0625,0.0,23.313,0.188,0.0,21.563,0.063,23.313,0.188,0.0,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,16,7,2.29
Papy Abedi,1465,1466,1465,0.0,0.375,12.125,1.0,0.375,100.5,0.0,12.125,1.0,0.375,0.0,0,0,0,97,176,13,14,2.8,3.47,0.0,3.15,1.3,8,4,2.0
Darren Stewart,1465,1465,1465,0.068965517,0.034,13.517,0.517,0.034,43.0,0.069,13.517,0.517,0.034,0.0,7,1,0,392,860,6,33,3.05,1.75,0.23,3.29,0.12,29,14,2.07
Efrain Escudero,1465,1477,1470,0.15625,0.25,13.594,0.406,0.25,62.906,0.156,13.594,0.406,0.25,0.031,0,0,0,435,970,13,32,2.92,1.31,0.5,2.3,0.81,32,12,2.67
Edwin Figueroa,1465,1465,1465,0.125,0.188,12.063,0.063,0.188,52.063,0.125,12.063,0.063,0.188,0.313,0,0,0,193,489,13,1,2.57,0.2,0.4,3.06,0.6,16,6,2.67
Kamal Shalorus,1465,1465,1465,0.0,0.0,5.857,0.143,0.0,9.286,0.0,5.857,0.143,0.0,0.0,0,0,0,222,685,13,20,3.06,2.07,0.62,2.99,0.0,7,3,2.33
James Irvin,1465,1465,1465,0.25,0.083,4.917,0.0,0.083,8.5,0.25,4.917,0.0,0.083,0.083,0,0,0,59,121,13,2,2.05,0.0,1.56,3.89,0.52,12,10,1.2
Frank Camacho,1464,1464,1464,0.0,0.0,27.688,0.313,0.0,24.125,0.0,27.688,0.313,0.0,0.125,17,2,0,443,955,5,16,6.56,1.11,0.0,7.44,0.0,16,8,2.0
Danny Martinez,1464,1464,1464,0.083333333,0.0,16.083,1.167,0.0,83.167,0.083,16.083,1.167,0.0,0.083,0,0,0,205,709,13,33,2.73,3.0,0.2,3.77,0.0,12,4,3.0
Tateki Matsuda,1464,1464,1464,0.0,0.0,16.0,0.0,0.0,19.333,0.0,16.0,0.0,0.0,0.167,0,0,0,96,278,13,2,3.2,0.0,0.0,3.43,0.0,6,2,3.0
Isaac Vallie-Flagg,1464,1464,1464,0.0,0.0,23.667,0.083,0.0,45.083,0.0,23.667,0.083,0.0,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,12,4,3.0
Jeff Curran,1464,1464,1464,0.0,0.222,9.0,0.0,0.222,6.444,0.0,9.0,0.0,0.222,0.222,0,0,0,199,625,13,24,1.54,0.35,0.0,2.48,1.16,9,3,3.0
Viktor Pesta,1464,1465,1464,0.0,0.0,6.583,0.917,0.0,108.167,0.0,6.583,0.917,0.0,0.0,0,0,0,79,217,13,38,1.58,3.29,0.0,2.54,0.0,12,5,2.4
Ryan Benoit,1464,1477,1469,0.217391304,0.13,13.304,0.087,0.13,15.957,0.217,13.304,0.087,0.13,0.087,8,1,0,306,782,1,9,2.88,0.28,0.71,3.65,0.42,23,9,2.56
Andre Fialho,1463,1464,1464,0.133333333,0.0,13.467,0.067,0.0,8.333,0.133,13.467,0.067,0.0,0.0,13,1,12,202,486,13,1,3.3,0.25,0.49,6.26,0.0,15,7,2.14
Rashad Coulter,1463,1463,1463,0.125,0.0,21.75,0.0,0.0,6.375,0.125,21.75,0.0,0.0,0.0,8,0,0,187,333,13,3,4.82,0.0,0.77,6.68,0.0,8,4,2.0
Walt Harris,1463,1471,1466,0.333333333,0.037,11.741,0.074,0.037,13.074,0.333,11.741,0.074,0.037,0.0,13,0,11,317,809,1,7,3.05,0.29,1.3,3.33,0.14,27,16,1.69
Dalcha Lungiambula,1463,1455,1460,0.058823529,0.0,12.647,0.588,0.0,67.471,0.059,12.647,0.588,0.0,0.0,5,1,3,215,477,4,22,3.07,2.14,0.21,3.93,0.0,17,7,2.43
Hannah Cifers,1463,1449,1457,0.142857143,0.071,20.786,0.071,0.071,32.643,0.143,20.786,0.071,0.071,0.0,5,0,0,291,654,13,1,4.99,0.26,0.51,5.39,0.26,14,7,2.0
Michihiro Omigawa,1463,1473,1467,0.047619048,0.381,10.333,0.381,0.381,56.333,0.048,10.333,0.381,0.381,0.238,0,0,0,279,702,13,30,2.01,1.19,0.32,3.06,1.51,21,7,3.0
Lando Vannata,1463,1470,1466,0.15625,0.094,21.375,0.344,0.094,17.719,0.156,21.375,0.344,0.094,0.031,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,32,13,2.46
Kyle Bochniak,1463,1453,1459,0.047619048,0.0,13.143,0.381,0.0,34.286,0.048,13.143,0.381,0.0,0.0,2,2,0,276,879,5,52,2.63,1.14,0.14,5.11,0.0,21,7,3.0
Sarah Moras,1462,1464,1463,0.0,0.25,10.708,0.208,0.25,49.833,0.0,10.708,0.208,0.25,0.083,3,2,0,257,749,3,23,2.28,0.67,0.0,3.58,0.8,24,9,2.67
Thiago Alves,1462,1479,1469,0.2,0.092,17.015,0.215,0.092,28.477,0.2,17.015,0.215,0.092,0.031,13,1,0,1106,2648,13,23,3.73,0.71,0.66,3.42,0.3,65,27,2.41
Victoria Leonardo,1462,1462,1462,0.0,0.0,11.889,0.222,0.0,63.889,0.0,11.889,0.222,0.0,0.222,0,4,3,154,397,13,18,3.22,1.57,0.0,4.81,0.0,9,5,1.8
Mark Hominick,1461,1467,1464,0.166666667,0.056,16.333,0.111,0.056,19.944,0.167,16.333,0.111,0.056,0.0,0,0,0,461,1064,13,3,4.2,0.27,0.55,4.54,0.41,18,7,2.57
Malcolm Gordon,1461,1458,1460,0.0,0.25,9.083,0.417,0.25,68.333,0.0,9.083,0.417,0.25,0.25,5,6,8,109,240,3,14,2.5,1.72,0.0,2.0,1.03,12,7,1.71
Tom Watson,1461,1481,1469,0.05,0.0,20.0,0.05,0.0,30.3,0.05,20.0,0.05,0.0,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,20,7,2.86
Gian Villante,1461,1471,1465,0.086956522,0.0,20.065,0.109,0.0,15.13,0.087,20.065,0.109,0.0,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,46,18,2.56
